WikidataID	lang_en	label_en	P1545_ciic	description_en	alias_en	lang_de	label_de	description_de	alias_de	P625_coord	P189_place	P17_country	P189_county	P1684	P518_I
Q70892648	en	CIIC 166	166	Ogam Stone CIIC 166		de	CIIC 166	Ogam Stein CIIC 166		52.1869444,-10.159444444444444	Q85395552	Q27	Q184469	COIMAGNI MAQI VITALIN	
Q70892652	en	CIIC 167	167	Ogam Stone CIIC 167		de	CIIC 167	Ogam Stein CIIC 167		52.1658333,-10.0375	Q85395515	Q27	Q184469	.. [MAQ]I DROGNO MU[COI] ...	Q18122778
Q70892653	en	CIIC 168	168	Ogam Stone CIIC 168		de	CIIC 168	Ogam Stein CIIC 168		52.1658333,-10.0375	Q85395515	Q27	Q184469	IRCCITOS	
Q70892655	en	CIIC 169	169	Ogam Stone CIIC 169		de	CIIC 169	Ogam Stein CIIC 169		52.1605556,-10.323333333333332	Q85395517	Q27	Q184469	MAQI - LIAG MAQI ERCA	
Q70892659	en	CIIC 170	170	Ogam Stone CIIC 170		de	CIIC 170	Ogam Stein CIIC 170		52.1513889,-10.3275	Q85395592	Q27	Q184469	QENILOCI MAQI MAQI - AINIA MUC[---	Q18122778
Q70892660	en	CIIC 171	171	Ogam Stone CIIC 171		de	CIIC 171	Ogam Stein CIIC 171		52.1875,-10.029722222222222	Q85395518	Q27	Q184469	DUGENNGG[I] MAQI RODDOS	Q18122778
Q70892662	en	CIIC 172	172	Ogam Stone CIIC 172		de	CIIC 172	Ogam Stein CIIC 172		52.1558333,-10.400833333333333	Q85395519	Q27	Q184469	TOGITTACC MAQI SAGARETTOS	
Q70892669	en	CIIC 173	173	Ogam Stone CIIC 173		de	CIIC 173	Ogam Stein CIIC 173		52.1469444,-10.036388888888888	Q85395554	Q27	Q184469	[MAQ]QI MUCC[OI]	Q18122778
Q70892670	en	CIIC 174	174	Ogam Stone CIIC 174		de	CIIC 174	Ogam Stein CIIC 174		52.1869444,-10.159444444444444	Q85395555	Q27	Q184469	n/a	
Q70892674	en	CIIC 175	175	Ogam Stone CIIC 175		de	CIIC 175	Ogam Stein CIIC 175		52.1258333,-10.306944444444445	Q85395594	Q27	Q184469	MAQQI-ERCCIAS MAQQI MUCOI DOVINIA	
Q70892676	en	CIIC 176	176	Ogam Stone CIIC 176		de	CIIC 176	Ogam Stein CIIC 176		52.215,-9.910277777777779	Q85395556	Q27	Q184469	CONUNETT MOQI CONURI.	Q18122778
Q70892679	en	CIIC 177	177	Ogam Stone CIIC 177		de	CIIC 177	Ogam Stein CIIC 177		52.215,-9.910277777777779	Q85395556	Q27	Q184469	CCILARI AV[I].....COI VAG....	Q18122778
Q70892682	en	CIIC 178	178	Ogam Stone CIIC 178		de	CIIC 178	Ogam Stein CIIC 178		52.1119444,-10.458333333333332	Q85395557	Q27	Q184469	ERC MAQI MAQI-ERCIAS MU DOVINIA	
Q70892683	en	CIIC 179	179	Ogam Stone CIIC 179		de	CIIC 179	Ogam Stein CIIC 179		52.14,-10.270000000000001	Q85395597	Q27	Q184469	......ETORIGAS	Q18122778
Q70892686	en	CIIC 180	180	Ogam Stone CIIC 180		de	CIIC 180	Ogam Stein CIIC 180		52.1330556,-10.228055555555555	Q85395559	Q27	Q184469	BRUSCCOS MAQQI CALIACI[AS] M[AQQI MUCOI...	Q18122778
Q70892689	en	CIIC 181	181	Ogam Stone CIIC 181		de	CIIC 181	Ogam Stein CIIC 181		52.1352778,-10.270555555555557	Q85395521	Q27	Q184469	TALAGNI MAQ....	Q18122778
Q70892693	en	CIIC 182	182	Ogam Stone CIIC 182		de	CIIC 182	Ogam Stein CIIC 182		52.1869444,-10.159444444444444	Q85395522	Q27	Q184469	GANICCA	
Q70892695	en	CIIC 183	183	Ogam Stone CIIC 183		de	CIIC 183	Ogam Stein CIIC 183		52.1033333,-10.437222222222223	Q85395523	Q27	Q184469	n/a	
Q70892699	en	CIIC 184	184	Ogam Stone CIIC 184		de	CIIC 184	Ogam Stein CIIC 184		52.1408333,-10.126666666666667	Q85395524	Q27	Q184469	MAQQI-DECEDDA MAQQI CATUVIQ[QA]	Q18122778
Q70892701	en	CIIC 185	185	Ogam Stone CIIC 185		de	CIIC 185	Ogam Stein CIIC 185		52.0444444,-10.607777777777777	Q85395526	Q27	Q184469	[CO?]BB[A?] AVI VLATIAMI MAQ...	Q18122778
Q70892704	en	CIIC 186	186	Ogam Stone CIIC 186		de	CIIC 186	Ogam Stein CIIC 186		52.1533333,-10.300555555555556	Q85395599	Q27	Q184469	EQODDI SCI FINTEN	
Q70892706	en	CIIC 187	187	Ogam Stone CIIC 187		de	CIIC 187	Ogam Stein CIIC 187		52.1883333,-10.333055555555555	Q85395528	Q27	Q184469	ANM MAILE-INBIR MACI BROCANN	
Q70892708	en	CIIC 188	188	Ogam Stone CIIC 188		de	CIIC 188	Ogam Stein CIIC 188		52.1205556,-10.194444444444445	Q85395530	Q27	Q184469	MARIANI	
Q70892711	en	CIIC 189	189	Ogam Stone CIIC 189		de	CIIC 189	Ogam Stein CIIC 189		52.1205556,-10.194444444444445	Q85395530	Q27	Q184469	SAŊTI LLOTETI AVI SRUSA.	
Q70892714	en	CIIC 190	190	Ogam Stone CIIC 190		de	CIIC 190	Ogam Stein CIIC 190		52.1358333,-10.124722222222223	Q85395562	Q27	Q184469	GOSSUCTTIAS	
Q70892719	en	CIIC 191	191	Ogam Stone CIIC 191		de	CIIC 191	Ogam Stein CIIC 191		52.1358333,-10.124722222222223	Q85395562	Q27	Q184469	GAMICUNAS	
Q70892722	en	CIIC 192	192	Ogam Stone CIIC 192		de	CIIC 192	Ogam Stein CIIC 192		52.2519444,-10.023333333333333	Q85395622	Q27	Q184469	QENILOCGNI MAQI D...	Q18122778
Q70892725	en	CIIC 193	193	Ogam Stone CIIC 193		de	CIIC 193	Ogam Stein CIIC 193		52.1447222,-10.359444444444444	Q85395564	Q27	Q184469	ANM COLMAN AILITHIR	
Q70892726	en	CIIC 194	194	Ogam Stone CIIC 194		de	CIIC 194	Ogam Stein CIIC 194		52.1677778,-10.024444444444445	Q85395627	Q27	Q184469	SIDANI MAQI DALO	
Q85409967	en	CIIC 194a	194a	Ogam Stone CIIC 194a		de	CIIC 194a	Ogam Stein CIIC 194a		52.1677778,-10.024444444444445	Q85395627	Q27	Q184469	LLONNOCC MAQQ[...	Q18122778
Q70892731	en	CIIC 195	195	Ogam Stone CIIC 195		de	CIIC 195	Ogam Stein CIIC 195		52.1725,-9.990555555555554	Q85395567	Q27	Q184469	CURCI MAQI MUCOI V[...	Q18122778
Q70892732	en	CIIC 196	196	Ogam Stone CIIC 196		de	CIIC 196	Ogam Stein CIIC 196		52.1725,-9.990555555555554	Q85395567	Q27	Q184469	ERCAVICCAS MAQI CO[...	
Q70892734	en	CIIC 197	197	Ogam Stone CIIC 197		de	CIIC 197	Ogam Stein CIIC 197		52.0611111,-9.642777777777777	Q69379704	Q27	Q184469	DEGOS MAQI MOCOI TOICAKI	
Q70892738	en	CIIC 198	198	Ogam Stone CIIC 198		de	CIIC 198	Ogam Stein CIIC 198		52.0611111,-9.642777777777777	Q69379704	Q27	Q184469	MAQI-RITEAS MAQI MAQI-DDUMILEAS MUCOI TOICACI	
Q70892739	en	CIIC 199	199	Ogam Stone CIIC 199		de	CIIC 199	Ogam Stein CIIC 199		52.0611111,-9.642777777777777	Q69379704	Q27	Q184469	CUNACENA	
