WikidataID	lang_en	label_en	P1545_ciic	description_en	alias_en	lang_de	label_de	description_de	alias_de	P625_coord	P189_place	P17_country	P189_county	P1684	P518_I
Q70892828	en	CIIC 232	232	Ogam Stone CIIC 232		de	CIIC 232	Ogam Stein CIIC 232		51.9122222,-10.365555555555556	Q85395579	Q27	Q184469	....]ERRLONNA MAQI R[U]T[E]N[I]	Q18122778
Q70892829	en	CIIC 233	233	Ogam Stone CIIC 233		de	CIIC 233	Ogam Stein CIIC 233		51.8480556,-10.11361111111111	Q85395550	Q27	Q184469	TIDONN[A] MAQ DOMNGINN	Q18122778
Q70892834	en	CIIC 234	234	Ogam Stone CIIC 234		de	CIIC 234	Ogam Stein CIIC 234		52.0311111,-10.029166666666667	Q85395582	Q27	Q184469	MAQI R[.....	Q18122778
Q70892835	en	CIIC 235	235	Ogam Stone CIIC 235		de	CIIC 235	Ogam Stein CIIC 235		51.9133333,-10.175833333333333	Q85395618	Q27	Q184469	ANM MOLEGOMRID MACI VECUMEN	
Q70892837	en	CIIC 236	236	Ogam Stone CIIC 236		de	CIIC 236	Ogam Stein CIIC 236		51.8433333,-10.301944444444445	Q85395551	Q27	Q184469	...]OTANI M[A]QI LOSAGNI	Q18122778
Q70892842	en	CIIC 237	237	Ogam Stone CIIC 237		de	CIIC 237	Ogam Stein CIIC 237		51.8433333,-10.301944444444445	Q85395551	Q27	Q184469	n/a	
Q70892844	en	CIIC 238	238	Ogam Stone CIIC 238		de	CIIC 238	Ogam Stein CIIC 238		51.9233333,-10.220833333333333	Q85395585	Q27	Q184469	......]QNETN[.....	Q18122778
Q70892846	en	CIIC 239	239	Ogam Stone CIIC 239		de	CIIC 239	Ogam Stein CIIC 239		52.0136111,-10.025277777777779	Q85396891	Q27	Q184469	ANM GATTEGLAN	
Q70892848	en	CIIC 240	240	Ogam Stone CIIC 240		de	CIIC 240	Ogam Stein CIIC 240		51.9708333,-10.05888888888889	Q85396810	Q27	Q184469	MOCURRUTI MAQI VLISACESUCMIR	
Q70892851	en	CIIC 241	241	Ogam Stone CIIC 241		de	CIIC 241	Ogam Stein CIIC 241		52.0861111,-9.67361111111111	Q85396894	Q27	Q184469	B[AID]AGNI MAQI ADDILONA NAGUNI MUCO BAIDANI NIR***MN[I]DAGNIESSICONIDDALA AMIT BAIDAGNI	Q18122778
Q70892852	en	CIIC 242	242	Ogam Stone CIIC 242		de	CIIC 242	Ogam Stein CIIC 242		52.0777778,-9.558333333333334	Q85396972	Q27	Q184469	BRRUANANN	
Q85411211	en	CIIC 242a	242a	Ogam Stone CIIC 242a		de	CIIC 242a	Ogam Stein CIIC 242a		52.0777778,-9.558333333333334	Q85396972	Q27	Q184469	n/a	
Q70892854	en	CIIC 243	243	Ogam Stone CIIC 243		de	CIIC 243	Ogam Stein CIIC 243		52.1288889,-9.631666666666668	Q85396812	Q27	Q184469	MAQI-RITTE MAQI COLABOT MAQI MOCO QERAI	
Q70892857	en	CIIC 244	244	Ogam Stone CIIC 244		de	CIIC 244	Ogam Stein CIIC 244		52.1288889,-9.631666666666668	Q85396812	Q27	Q184469	COILLABBOTAS MAQI CORBBI MAQI MOCOI QERAI	
Q70892859	en	CIIC 245	245	Ogam Stone CIIC 245		de	CIIC 245	Ogam Stein CIIC 245		52.1288889,-9.631666666666668	Q85396812	Q27	Q184469	VŊGOLAM	
Q70892864	en	CIIC 246	246	Ogam Stone CIIC 246		de	CIIC 246	Ogam Stein CIIC 246		52.1288889,-9.631666666666668	Q85396812	Q27	Q184469	CORBAGNI MAQI BIVITI	
Q85410004	en	CIIC 246a	246a	Ogam Stone CIIC 246a		de	CIIC 246a	Ogam Stein CIIC 246a		52.1655556,-9.73361111111111	Q85396815	Q27	Q184469	...]V MAQI[...	Q18122778
