WikidataID	lang_en	label_en	P1545_ciic	description_en	alias_en	lang_de	label_de	description_de	alias_de	P625_coord	P189_place	P17_country	P189_county	P1684	P518_I
Q70885730	en	CIIC 61	61	Ogam Stone CIIC 61	Ogam Stone 24 (Stone Corridor at UCC)	de	CIIC 61	Ogam Stein CIIC 61	Ogham Stein 24 (Stein Corridor at UCC)	52.0086111,-8.360555555555555	Q85393915	Q27	Q162475	OLAGNI MAQ[...	
Q70892436	en	CIIC 62	62	Ogam Stone CIIC 62		de	CIIC 62	Ogam Stein CIIC 62		51.9808333,-8.452777777777778	Q85393918	Q27	Q162475	DOCRANORI	
Q70885723	en	CIIC 63	63	Ogam Stone CIIC 63	Ogam Stone 21 (Stone Corridor at UCC)	de	CIIC 63	Ogam Stein CIIC 63	Ogham Stein 21 (Stein Corridor at UCC)	51.9694444,-8.175555555555555	Q85393995	Q27	Q162475	COLOMAGNI AVI DUCURI BRUSCO MAQI DOVALESCI	
Q70892438	en	CIIC 64	64	Ogam Stone CIIC 64		de	CIIC 64	Ogam Stein CIIC 64		51.9694444,-8.175555555555555	Q85393995	Q27	Q162475	LODIMONI	
Q70892442	en	CIIC 65	65	Ogam Stone CIIC 65		de	CIIC 65	Ogam Stein CIIC 65		52.0052778,-8.24611111111111	Q85393922	Q27	Q162475	LOGA MAQI SDANBI	
Q70892444	en	CIIC 66	66	Ogam Stone CIIC 66		de	CIIC 66	Ogam Stein CIIC 66		51.7122222,-9.935277777777777	Q85393998	Q27	Q162475	MAQI-DECCEDDAS AVI TURANIAS	
Q70892450	en	CIIC 67	67	Ogam Stone CIIC 67		de	CIIC 67	Ogam Stein CIIC 67		51.6288889,-9.981666666666667	Q85394098	Q27	Q162475	CARI	
Q70892452	en	CIIC 68	68	Ogam Stone CIIC 68		de	CIIC 68	Ogam Stein CIIC 68		51.7275,-9.711944444444443	Q85394111	Q27	Q162475	LUGUQRIT [.........] LONAS	Q18122778
Q70892453	en	CIIC 69	69	Ogam Stone CIIC 69		de	CIIC 69	Ogam Stein CIIC 69		51.6788889,-8.846944444444444	Q85394002	Q27	Q162475	GIRAGNI	
Q70892457	en	CIIC 70	70	Ogam Stone CIIC 70		de	CIIC 70	Ogam Stein CIIC 70		51.6788889,-8.846944444444444	Q85394002	Q27	Q162475	CUNAGUSOS MAQi MUCOI VIRAGNI	
Q70892459	en	CIIC 71	71	Ogam Stone CIIC 71		de	CIIC 71	Ogam Stein CIIC 71		51.6788889,-8.846944444444444	Q85394002	Q27	Q162475	COIMAGNI MAQI MOCOI GA...	Q18122778
Q70892460	en	CIIC 72	72	Ogam Stone CIIC 72		de	CIIC 72	Ogam Stein CIIC 72		51.7708333,-9.088055555555556	Q85394004	Q27	Q162475	UBEDABO ALTASI	
Q70892463	en	CIIC 73	73	Ogam Stone CIIC 73		de	CIIC 73	Ogam Stein CIIC 73		51.6883333,-8.95611111111111	Q85393926	Q27	Q162475	DOMNGEN	
Q70892466	en	CIIC 74	74	Ogam Stone CIIC 74		de	CIIC 74	Ogam Stein CIIC 74		51.6883333,-8.95611111111111	Q85393926	Q27	Q162475	CONANN M[AQI] S...	Q18122778
Q70892468	en	CIIC 75	75	Ogam Stone CIIC 75		de	CIIC 75	Ogam Stein CIIC 75		51.7594444,-9.185833333333333	Q85393928	Q27	Q162475	ANM CASONI [MAQ]I RODAGNI	Q18122778
Q70892474	en	CIIC 76	76	Ogam Stone CIIC 76		de	CIIC 76	Ogam Stein CIIC 76		51.645,-8.893055555555556	Q85394006	Q27	Q162475	ANM TENAS MACi V[...	
Q70892476	en	CIIC 77	77	Ogam Stone CIIC 77		de	CIIC 77	Ogam Stein CIIC 77		51.5777778,-9.0125	Q85393931	Q27	Q162475	n/a	
Q70892478	en	CIIC 78	78	Ogam Stone CIIC 78		de	CIIC 78	Ogam Stein CIIC 78		51.9577778,-8.539722222222222	Q85394074	Q27	Q162475	n/a	
Q70892481	en	CIIC 79	79	Ogam Stone CIIC 79		de	CIIC 79	Ogam Stein CIIC 79		51.9772222,-8.075555555555555	Q85393934	Q27	Q162475	ELUNA MU[C...	
Q70892484	en	CIIC 80	80	Ogam Stone CIIC 80		de	CIIC 80	Ogam Stein CIIC 80		51.9772222,-8.075555555555555	Q85393934	Q27	Q162475	[M]	Q18122778
Q69385424	en	CIIC 81	81	Ogam Stone CIIC 81	Ogam Stone 4 (Stone Corridor at UCC)	de	CIIC 81	Ogam Stein CIIC 81	Ogham Stein 4 (Stein Corridor UCC)	51.8163889,-8.761666666666667	Q69385525	Q27	Q162475	C[A]SSITT[A]S MAQI MUCOI CALLITI	Q18122778
Q70892485	en	CIIC 82	82	Ogam Stone CIIC 82		de	CIIC 82	Ogam Stein CIIC 82		52.0269444,-8.071111111111112	Q85394270	Q27	Q162475	MAILAGURO MAQ[I...]VILEB[...	Q18122778
Q70885704	en	CIIC 83	83	Ogam Stone CIIC 83	Ogam Stone 14 (Stone Corridor at UCC)	de	CIIC 83	Ogam Stein CIIC 83	Ogham Stein 14 (Stein Corridor at UCC)	52.0269444,-8.071111111111112	Q85394270	Q27	Q162475	LAMADILICCI MAC MAIL BROCC	
Q70892488	en	CIIC 84	84	Ogam Stone CIIC 84		de	CIIC 84	Ogam Stein CIIC 84		52.0269444,-8.071111111111112	Q85394270	Q27	Q162475	ERACOBI MAQI ERAQETAI	
Q70885695	en	CIIC 85	85	Ogam Stone CIIC 85	Ogam Stone 9 (Stone Corridor at UCC)	de	CIIC 85	Ogam Stein CIIC 85	Ogham Stein 9 (Stein Corridor at UCC)	52.0269444,-8.071111111111112	Q85394270	Q27	Q162475	GRILAGNI MAQI SCILAGNI	
Q70885716	en	CIIC 86	86	Ogam Stone CIIC 86	Ogam Stone 18 (Stone Corridor at UCC)	de	CIIC 86	Ogam Stein CIIC 86	Ogham Stein 18 (Stein Corridor at UCC)	52.0269444,-8.071111111111112	Q85394270	Q27	Q162475	CLIUCOANAS MAQI MAQI-RENI	
Q70885698	en	CIIC 87	87	Ogam Stone CIIC 87	Ogam Stone 11 (Stone Corridor at UCC)	de	CIIC 87	Ogam Stein CIIC 87	Ogham Stein 11 (Stein Corridor at UCC)	52.0269444,-8.071111111111112	Q85394270	Q27	Q162475	DRUTIQULI MAQI MAQI-RODAGNI	
Q70885720	en	CIIC 88	88	Ogam Stone CIIC 88	Ogam Stone 19 (Stone Corridor at UCC)	de	CIIC 88	Ogam Stein CIIC 88	Ogham Stein 19 (Stein Corridor at UCC)	52.0269444,-8.071111111111112	Q85394270	Q27	Q162475	BRANAN MAQI OQOLI	
Q70885690	en	CIIC 89	89	Ogam Stone CIIC 89	Ogam Stone 7 (Stone Corridor at UCC)	de	CIIC 89	Ogam Stein CIIC 89	Ogham Stein 7 (Stein Corridor at UCC)	52.0269444,-8.071111111111112	Q85394270	Q27	Q162475	BOGAI MAQI BIRACO	
Q70885712	en	CIIC 90	90	Ogam Stone CIIC 90	Ogam Stone 16 (Stone Corridor at UCC)	de	CIIC 90	Ogam Stein CIIC 90	Ogham Stein 16 (Stein Corridor at UCC)	52.0269444,-8.071111111111112	Q85394270	Q27	Q162475	CRONUN MAC BAIT	
Q70892490	en	CIIC 91	91	Ogam Stone CIIC 91		de	CIIC 91	Ogam Stein CIIC 91		52.0269444,-8.071111111111112	Q85394270	Q27	Q162475	BLATEGSI	
Q70885713	en	CIIC 92	92	Ogam Stone CIIC 92	Ogam Stone 17 (Stone Corridor at UCC)	de	CIIC 92	Ogam Stein CIIC 92	Ogham Stein 17 (Stein Corridor at UCC)	52.0269444,-8.071111111111112	Q85394270	Q27	Q162475	ACTI MAQI [.....MAGO.	Q18122778
Q70885692	en	CIIC 93	93	Ogam Stone CIIC 93	Ogam Stone 8 (Stone Corridor at UCC)	de	CIIC 93	Ogam Stein CIIC 93	Ogham Stein 8 (Stein Corridor at UCC)	52.0269444,-8.071111111111112	Q85394270	Q27	Q162475	ERCAIDANA	
Q70885706	en	CIIC 94	94	Ogam Stone CIIC 94	Ogam Stone 15 (Stone Corridor at UCC)	de	CIIC 94	Ogam Stein CIIC 94	Ogham Stein 15 (Stein Corridor at UCC)	52.0269444,-8.071111111111112	Q85394270	Q27	Q162475	DOMMO MACI VEDUCERI	
Q70885703	en	CIIC 95	95	Ogam Stone CIIC 95	Ogam Stone 13 (Stone Corridor at UCC)	de	CIIC 95	Ogam Stein CIIC 95	Ogham Stein 13 (Stein Corridor at UCC)	52.0269444,-8.071111111111112	Q85394270	Q27	Q162475	NAM MEDDOGENI	
Q70885697	en	CIIC 96	96	Ogam Stone CIIC 96	Ogam Stone 10 (Stone Corridor at UCC)	de	CIIC 96	Ogam Stein CIIC 96	Ogham Stein 10 (Stein Corridor at UCC)	52.0269444,-8.071111111111112	Q85394270	Q27	Q162475	COVALOTI	
Q70892493	en	CIIC 97	97	Ogam Stone CIIC 97		de	CIIC 97	Ogam Stein CIIC 97		51.8386111,-8.608333333333333	Q85394010	Q27	Q162475	...]LL MAQI VORRTIGURN DOIBI	Q18122778
Q70892498	en	CIIC 98	98	Ogam Stone CIIC 98		de	CIIC 98	Ogam Stein CIIC 98		51.8386111,-8.608333333333333	Q85394010	Q27	Q162475	CORBAGNI K[OI] M[A]Q[I] MOCCOI COROTANI	Q18122778
Q70892501	en	CIIC 99	99	Ogam Stone CIIC 99		de	CIIC 99	Ogam Stein CIIC 99		51.8386111,-8.608333333333333	Q85394010	Q27	Q162475	SACATTINI	
Q70892504	en	CIIC 100	100	Ogam Stone CIIC 100		de	CIIC 100	Ogam Stein CIIC 100		51.8386111,-8.608333333333333	Q85394010	Q27	Q162475	AB ULCCAGNI	
